project;commitHash;changedfiled
large-refactorings/dubbo;8b65327956792db295a4a84907098a2019e10fbf;1
large-refactorings/dubbo;0680ed627d84f8107f590d6e3951c4c7db67635f;2
large-refactorings/dubbo;02eabd6369400fd61db29ca44492678af745bccd;22
large-refactorings/dubbo;1090348566dd5afd1f5a03477ccc3120167bd639;10
large-refactorings/dubbo;cea3de7b3804323badef97008632e6d83e3a1177;18
large-refactorings/dubbo;c2c6cdb1c47df56a5222915a055fac3e4c32ca59;1
large-refactorings/dubbo;5618b12340b9c3ecf90c7e01c274a4f094cc146c;5
large-refactorings/dubbo;2da8f237cd2b1246d33fdc01777e6d41a03afa4a;1
large-refactorings/dubbo;bcfb476227b7d00afe70647647fe554770b75691;1
large-refactorings/dubbo;35089d863e09a1e28b9a28689a9bc7a968602441;2
large-refactorings/dubbo;9a32817764abff8f06e4fad911dd69cede3b3723;2
large-refactorings/dubbo;3b4b67b61af25b176106bd71dd4a70e850142a1d;42
large-refactorings/dubbo;505ffd5a5dd66e1ea7f383734ab5a5fb5b4e8867;2
large-refactorings/dubbo;3257ef48f524c748c0651e97f6a8d06ff2963c94;1
large-refactorings/dubbo;ffd7f9edd5b2b2bdf5a79c3f61d6265f15d13d04;50
large-refactorings/dubbo;39f84fe8fed20bc9d59e5d5f442ef1dec211b538;1514
large-refactorings/dubbo;7e82c56de4f5e9282826f996322a41e686241a85;1
large-refactorings/dubbo;4299fcca9b2ee4d0969c36d7581170a4be315ea5;1
large-refactorings/dubbo;e418e5e42f3ae03724013cb059bc9c2ef3dd7d3b;1
large-refactorings/dubbo;87547793e0530aabdf429218629def9001347252;1
large-refactorings/dubbo;4dd6ed752f9d2a7191c9a053b24a97b345117d98;1
large-refactorings/dubbo;20351b01a8abebd488a86fdaa5b70c02eb1886f9;47
large-refactorings/dubbo;524cf9561da11576a2765e86cdbb24b325a9929d;3
large-refactorings/dubbo;a0b1620d46ded6b1dd20d6a2e814079798ec889f;3
large-refactorings/dubbo;ae46f6f5943a9b74c3c99ca719f7422ab8956496;2
large-refactorings/dubbo;c952cd4df882cbdd1668c07650aae65f0ea91d2c;1
large-refactorings/dubbo;b5e9f9d0f37574eee6707a966631f392a3237648;1
large-refactorings/dubbo;423facb22c92590a925a63922a1532f9e9df6153;1
large-refactorings/dubbo;055f1cc6adab30fc09496144cb66952fa5a05376;2
large-refactorings/dubbo;1a58ca0277e4e8b4ffe1a09a035840fe11540f97;1
large-refactorings/dubbo;c31ef9ad934688469826b39f35b709f712e56c75;2
large-refactorings/dubbo;f6993ffd4e4c123cda6b1d164485c0dbb631a70d;1
large-refactorings/dubbo;a5cc7a26179aab97b3bee3fcc93fe90ac0ecb29f;1
large-refactorings/dubbo;576ee2c55a1077095208e98c1e4e3896ce087487;1
large-refactorings/dubbo;f621a45f81e6d090739f10ca076aabd655a42f47;1
large-refactorings/dubbo;c859ddd835d8c77244678f0e94334245be1c61ea;1
large-refactorings/dubbo;041aa39c825cc21bf16fd380890c4fea2e509caa;1
large-refactorings/dubbo;4e101490b227052aefaafffbc247d3826297d2b5;3
large-refactorings/dubbo;cf988f546d7c223cb805e616421e92481d590ae3;3
large-refactorings/dubbo;600f0db5fa3516fcee5e9b70e4bf100e49741840;2
large-refactorings/dubbo;0d09ef9b5641c7f150e6c0f3471231db4a879bfd;1
large-refactorings/dubbo;79c61669b339d4ef1d47d5977d234a79216254cc;1
large-refactorings/dubbo;87631aa992448e09cad350b9141afbae1cca09ef;2
large-refactorings/dubbo;46486bb34123fb1c973514a38f939c8fb9868191;1
large-refactorings/dubbo;a3c89e2e47bcb4c690d454a7c2a6eca712b64a75;11
large-refactorings/dubbo;5842dff899ca07d38b73678c1b5bb77b2947eae8;4
large-refactorings/dubbo;b53624e4e88a545a3478525bac58aac3ac12afba;6
large-refactorings/dubbo;87c78878c639cfd0b055ed370d9daa4f4d9b1373;1
large-refactorings/dubbo;d1ea5e0c84d4b72201aa8d87756141598d11d978;1
large-refactorings/dubbo;3222ea2f9bec7e89684cf8de8efe6eae4f73c811;1
large-refactorings/dubbo;3844ac700875ad444168bba190c685cebe6280c8;1
large-refactorings/dubbo;a89b24c5d1d4c8636b37e6a5d59169087338f89f;1
large-refactorings/dubbo;fb1f98b60c70c9b7d76949b48367fd6d39794a5c;1
large-refactorings/dubbo;dbb0a64a84d841f858cefbdaecae8bfe9f3788a1;1
large-refactorings/dubbo;470cc55ad1de72eb8a4a4e1c21d9a4af3c97f8e9;1
large-refactorings/dubbo;60abb6dbae34162556da3bfc1867862458d7981b;1
large-refactorings/dubbo;7d564e75fe776681e9e3c0a6f6bd1c4ad1ea51af;3
large-refactorings/dubbo;5c1cfb2ace12f27ddde9901553213bf2282807ac;1
large-refactorings/dubbo;39edc80716aaa998eedcc53a2997fa5f7ac2b0ae;1
large-refactorings/dubbo;9275b9d5154b75c3a52f7fbb14f9290ef24bde2f;10
large-refactorings/dubbo;8b1f60adcc5bc5b17b371bb8f83757637408ef49;1
large-refactorings/dubbo;4619aab86910c40d3192fef655972ef40858d136;1
large-refactorings/dubbo;69d984e90c03e1653248364c6ee984d656c61a8d;4
large-refactorings/dubbo;12cbe15b1dfb2618bf8921f999587a8f46e563d3;1
large-refactorings/dubbo;3b74528fc994ddb4dfc1213feb53c78aa811dc1f;1
large-refactorings/dubbo;62a32aa1e073e46bc43711f8fde486e027108742;2
large-refactorings/dubbo;9f4d805b0e6c643383adaf3b23138c7e1af50071;1
large-refactorings/dubbo;c536eec4b595a6de36f6fb64add1dd491b1a67c8;22
large-refactorings/dubbo;3f7430758f3a15e9b51fbdeaad7455be693579f4;6
large-refactorings/dubbo;1cb034cd0b0c8e79b1ecb2595dd283b0d4bd1a9f;2
large-refactorings/dubbo;087e8ccc9d8ad219849adb0337c53a60e8565198;1
large-refactorings/dubbo;8798d3852ed0e9e82f037e89f9b8cd8b96a17e49;3
large-refactorings/dubbo;101c5ece4e0f5e5a913986ee6f734443154a5d2f;2
large-refactorings/dubbo;a0327674c610dac69d65467f8810ccfc65997b8f;2
large-refactorings/dubbo;597cda8fa1e5e397ab73b159cdfb16f9a14e888f;4
large-refactorings/dubbo;cb1331e04ff9eb7dd9ea94fcbb17d13c6f959134;4
large-refactorings/dubbo;370288799a72344b48723e80286acc2eb41164a1;4
large-refactorings/dubbo;3d94daefef99223fbe827e66c843a2ba317efb91;1
large-refactorings/dubbo;0250062d5cefc3603a570f5f610e456737d3c221;6
large-refactorings/dubbo;762b1d4cf0bca454143a7132ccf22affb551787d;1
large-refactorings/dubbo;19624840541ccbeddca52d87e189507844d453b0;3
large-refactorings/dubbo;57c13e07430a58e77249b96af9574b3db04e6dba;4
large-refactorings/dubbo;e51c24e93e7d08b01eb74f1e0ea286fe0e545419;6
large-refactorings/dubbo;9a9bf2a968a9f37ac88845eff4b4f6c92ae4cafa;1
large-refactorings/dubbo;98c46777581be7c8e6df18c6a3e55d3c470e19b4;1
large-refactorings/dubbo;21397b30599ce765d3db938ca53ba26c108ab363;1
large-refactorings/dubbo;c0be402dcd89661dc4caf3283dbb3656e4dfd6f2;4
large-refactorings/dubbo;4fa7c83224f3b75ec518ec124e99db94ddcefbf9;1
large-refactorings/dubbo;dfa6eb914bc2973ad25f9ed56578b28bba822d62;2
large-refactorings/dubbo;d7e2ef42b98a80993da7044082c966d4e45f3140;1
large-refactorings/dubbo;06f719086e0303c8edcc64f660cc7739de4dfdb5;20
large-refactorings/dubbo;594e4e156730da0ec912d4f05883ca76eecf005e;2
large-refactorings/dubbo;a025cc1446d38e8a195d23c59f81cb3e02f22769;2
large-refactorings/dubbo;00653c39b0f90206c1e3357268b991fff6c78535;13
large-refactorings/dubbo;b5bfacc12847c76303833372f4fdf6242c348f31;6
large-refactorings/dubbo;171ed255a05ef82f47bc5bacd424019004e5bb49;2
large-refactorings/dubbo;10ef042b697fb4d5d3b4280495eab13dee17fe4f;2
large-refactorings/dubbo;754a686ac200d83506c3d9ac153a7a769f0f92fe;3
large-refactorings/dubbo;8be896e663812f9b981010295d47fa730af51428;3
large-refactorings/dubbo;042327c2275e4be714c69c75be767a079a58968f;2
large-refactorings/dubbo;0e76eb000b92a8719413cd0eacabb70d4fb9f7a2;1
large-refactorings/dubbo;9975bfc0e2f4026d297105563292ff18b013f976;4
large-refactorings/dubbo;897709b57c0a5edae3b3a1439d42116ea63df5b9;1
large-refactorings/dubbo;8b31781333d12f7fb61974a325ae67cdf88de09f;1
large-refactorings/dubbo;b0064d78a3b929eb3b25e0de9055412cb61f48ce;1
large-refactorings/dubbo;a1d05505086ee1a937a552f7831e1445dd26f9d7;1
large-refactorings/dubbo;165d975dec620516768832e883b99bd3ce87d17a;1
large-refactorings/dubbo;1bcd9217376d28650a60080efb9ce7eab849740f;1
large-refactorings/dubbo;4acec50c8afb95544b08a6dbdda743264af69909;1
large-refactorings/dubbo;d56eaa8ac9e8eaab69e42124ae82bd7de42b8d74;1
large-refactorings/dubbo;1b2e6dcae46ba61874df21d17a127d65de4727e3;1
large-refactorings/dubbo;62e194a124105415b5ee29be7e92d1338c6240d9;1
large-refactorings/dubbo;87703adb16a354456e89724b2ec6dd9e3d02de9c;1
large-refactorings/dubbo;2c92916d631b6784a491e756aa0c54db546af65d;1
large-refactorings/dubbo;9bf51e5ec1c41a7febfad3fc28579237e849be9d;2
large-refactorings/dubbo;f65816db6f32c6f7e466de8906c4ab49b9ff74d1;6
large-refactorings/dubbo;a8785e95a04776755fbb0744a8f822fda42cbafd;1
large-refactorings/dubbo;1173b400949ceccc76182f7df9b39d35290d9148;1
large-refactorings/dubbo;5b38331036746f8c6740872eda05bff3e2c701ea;3
large-refactorings/dubbo;65a014075c03c70bc4da5cfbce4db925dcf80021;1
large-refactorings/dubbo;c8dbd7d83527e91588d541316ba4a75791f40dec;2
large-refactorings/dubbo;f490df87de45b57be8c224581a8a1a7dd9a20946;9
large-refactorings/dubbo;c3132b8343de5ba8ce289822a633c32de79c2799;9
large-refactorings/dubbo;25ec31ea169260712193e2bfba375637c6d4b1bf;4
large-refactorings/dubbo;5d299aff2f31e1373c7e32a8ae37a2238c725267;14
large-refactorings/dubbo;87e88e28df5bb13f5f94dafdbfa72e4f93a83259;2
large-refactorings/dubbo;f2af6fdbf671fb8fa472f44f841f40e369f84857;2
large-refactorings/dubbo;d4904d4c3f1303042a4a88a63669b2be3d36de19;19
large-refactorings/dubbo;66684f6f4c71b3a9f1c2e07fc4a4e65ffac981ae;1
large-refactorings/dubbo;24e851ec85bbcc5d3ccb9abbca857e97310cb487;2
large-refactorings/dubbo;5f938bfcc991e8f85b10347c13d4e152549afc11;4
large-refactorings/dubbo;a5e3f5460af0536549338a3be94d3a21710a73f4;1
large-refactorings/dubbo;443b6ff49f5ee0670c10e559c8adb30ac6206bc2;1
large-refactorings/dubbo;764b8dffccf75926d692d45c18fe2eb498a369dc;52
large-refactorings/dubbo;9960d231842806767a683f24ae5aafb58eeb5075;1
large-refactorings/dubbo;894651a2fe28f0a33f23b28cd1090698197c9874;2
large-refactorings/dubbo;9b1e78b0465dc0dd5ea2a75491546d0507b645b0;1
large-refactorings/dubbo;b89f1fbc731a7feaa2b1d394069e76f920744e0f;1
large-refactorings/dubbo;d7d4d67e12b0e59fc671a6dde62cfb29c3afa24f;4
large-refactorings/dubbo;8a50b2f7830ba720dfba0cb29a7660cfb4ffba23;2
large-refactorings/dubbo;0f85bbd66e3592029cf67ddb6d3242092417307e;3
large-refactorings/dubbo;b4afeb982b943ca8c6bbd261302a9e161c2e98a9;1
large-refactorings/dubbo;e496ca529945e25c7555a1d72a4cf08f54b41764;1
large-refactorings/dubbo;18357d68559abf8557da42ab3c73e8add60161ef;1
large-refactorings/dubbo;5c88dcb229d3de614dc8b508168bbbff1e5ab7f6;26
large-refactorings/dubbo;d20dc68f4281f746ab24dcf39a47ad7728b4ac12;2
large-refactorings/dubbo;1b4586a6b0019681b5f88a11f2b62e7024a27bec;7
large-refactorings/dubbo;9632c407d3d1d91fdc5521f0211bd77b0b1c8661;131
large-refactorings/dubbo;5eec017be7b418a11c714ca945b891067b5cdaeb;1
large-refactorings/dubbo;ddd7e43d172b5153758413ab1ea55e5fcac64323;1
large-refactorings/dubbo;519df676329c87af23e285a448a94dc734b6094c;1
large-refactorings/dubbo;46215d20b785b8809a7a741203c5398e711675db;1
large-refactorings/dubbo;4c4b931ebfbfae7aa551342cf0f48c270dfebadd;2
large-refactorings/dubbo;a42fb1535d45fe372e21515f4941002423c22fb5;3
large-refactorings/dubbo;5b7d2a3965dcba9639a78b15e0de96926cbe1167;1
large-refactorings/dubbo;9b14464c1717549a31f94ca2a532167c1b9f9372;1
large-refactorings/dubbo;1956f2d621a1b103f606cca36ccb6ac7d631d051;1
large-refactorings/dubbo;e5fe041812285869d5ab73516dd424338473bcf2;1
large-refactorings/dubbo;024651d70ae965615291112969a69c75ada6e2cf;1
large-refactorings/dubbo;52bef8117b3b44dcb25df6f95914f94776a0cc73;4
large-refactorings/dubbo;a97048029474443587b53bd83f9bf229b5d960fb;1
large-refactorings/dubbo;1a9ddd866658f6ccae056e14face4152551de17e;7
large-refactorings/dubbo;18773aa4d0925693839be7f53c0eee27697ebc1d;2
large-refactorings/dubbo;7285ce9bf2ed8ec56d06fb0b3c7b0f1d7aa81192;2
large-refactorings/dubbo;fa619c9842113ca320e0f72050987f77a6c7f92f;1
large-refactorings/dubbo;60c9d9dbbc8db2dccc019df82d7a9194d4ccbdfa;4
large-refactorings/dubbo;81e61cc5c3d83b716ca2e712ccdc444c0fff208a;6
large-refactorings/dubbo;041a6addc185fd2ec948fb6e007cb9cced09646f;1
large-refactorings/dubbo;6f3a05ca820dc6e3dab127cd9a5daa375709347a;1
large-refactorings/dubbo;3acf5b8af129f58b31bcdae876ce4c73f520e161;1
large-refactorings/dubbo;76d65620f1daca9526111dc106909baecbbff5a5;2
large-refactorings/dubbo;78aea48cd710fc797b69c4eb2176f72554be3fd7;2
large-refactorings/dubbo;5d32b86f2af54dbe71f5842f75f552f7465937dc;17
large-refactorings/dubbo;d3a51664364471a4e54aeaa932546935e5bc99df;1
large-refactorings/dubbo;0b275651aa461dd241b77eaead7fd48fb656de47;2
large-refactorings/dubbo;346630e4132c9e45c547d9a2554c2b7702dabfad;1
large-refactorings/dubbo;e2965c2e1376d8ca597dbb60d55ea06f6ea0ed2f;3
large-refactorings/dubbo;8f783fad911edea9b0a7a50ffad94f26f7499af7;63
large-refactorings/dubbo;847990662db849f5abf0c154e7a4b474be501691;9
large-refactorings/dubbo;492f7601ce31a475674f54dccfb5d6eff2e3210f;1
large-refactorings/dubbo;85dd59cd7323160169634ca86708fc3cd9dbea1e;1
large-refactorings/dubbo;7f7a28987853aa511ba18ab3647c34187e88230f;1
large-refactorings/dubbo;177f71b9f52c8a5896d91089bc0260a66d9611bd;12
large-refactorings/dubbo;4b97a0ba8b5edcedb37a320e00cd5bc36f304f90;1
large-refactorings/dubbo;21cfe1163d4fa07c3cb22b8d12ea149f6c87a701;1
large-refactorings/dubbo;61ab3209b230cb2171945cdf8326a49d942cabd7;1
large-refactorings/dubbo;28bea9c1871f65ce98a47bff9b7dd7afa710e338;84
large-refactorings/dubbo;3dd261a4362332533dbc5fcac12151c8e334c362;2
large-refactorings/dubbo;18eb69e96475c05be9bb8b5d7a0c7bcdafa97405;2
large-refactorings/dubbo;9559c4ef8a629f73c8bed620006c9d5a3b924cbc;9
large-refactorings/dubbo;9168543d855f287720fcd257f68ee0acccb95170;1
large-refactorings/dubbo;cf1a09d3c381607585def4a7bb213496efea655b;1
large-refactorings/dubbo;a8ca64c8aae3e4b1d26de833f59f61080b3276e4;20
large-refactorings/dubbo;c14605e15600e6817e12db07826ca896420f65d3;1
large-refactorings/dubbo;4c01c5ee1a8a7bc4c034d819f411b289b1507ea9;1
large-refactorings/dubbo;543a52abc0a86efad59f0f97f32de282321a4ab5;8
large-refactorings/dubbo;92cafe962d8fd3df034c16629954425f4640f343;3
large-refactorings/dubbo;5ba55c03600a9aeeab63c69e2371102a34198510;2
large-refactorings/dubbo;ccb990f54228f9a3315c92e09376eef6ba30cc5a;1
large-refactorings/dubbo;8321c8f8a3a0fafd66d4a2ffc58deacbfdf34c55;1
large-refactorings/dubbo;779fc27255b30c07164b2db6978c71e7fea0b82f;1
large-refactorings/dubbo;13e876e40caa0ba658c8204cb2ca9b6321ad8bfa;1
large-refactorings/dubbo;1a66206e5ed3086fc52fab57263b4afe4b6ad8d5;1
large-refactorings/dubbo;5285952a2ab80780133b4f9b1a9bb308ac9978a0;1
large-refactorings/dubbo;ebafc18c4dd3d8fc0f6bd399a56068af67958091;130
large-refactorings/dubbo;df084addc804ef727ae9f1959b10f88ffd5a0ddc;5
large-refactorings/dubbo;a7f56a36be1408602b4b31baaf7947ee9bba5985;11
large-refactorings/dubbo;52cbfc9a677a8c17b986fc7e1d823ed0c63a6998;1
large-refactorings/dubbo;3fc69095cfa6d1acb604260f843627bc61abf6a3;3
large-refactorings/dubbo;956d28b11ecda2b4aa3c76481c95f06fc3833210;40
large-refactorings/dubbo;fcef1a18418969df75a53f5df429b251a1a5d752;1
large-refactorings/dubbo;d0d1a65e16cee5f18fc181a349add143adeb57a8;36
large-refactorings/dubbo;23903ba32aa3dd4878263e93e3267cfc8a7e0f26;17
large-refactorings/dubbo;13f32380f85778826a3deef93a517bf781f126cb;2
large-refactorings/dubbo;bfb60773d8dd6ff15a1510986423ea64cb23e6fc;6
large-refactorings/dubbo;86462778281953b3b4602dbccb456fab65bd7c32;1
large-refactorings/dubbo;8456a11a492b33270435dba8d01417cb35025289;6
large-refactorings/dubbo;086fdcb9c455edf36be59c529803fe0d179a6e27;1
large-refactorings/dubbo;8b780cc8100f8b8698c505b50d49a42713c798b7;20
large-refactorings/dubbo;228cad5ef439b7db6fe62566dcd158ce0a127b4b;97
large-refactorings/dubbo;4ef74fa9c612975fb86e486ae0206eda81a02e3d;1
large-refactorings/dubbo;1798fed5c2a33908b5997e7733095354c2d19ab4;85
large-refactorings/dubbo;85e595e29a7f6b8f4bcef2ca71fb89edb75de4c5;16
large-refactorings/dubbo;310bf91b38a2e1cafe64733d5bdf88ca3c9e4877;40
large-refactorings/dubbo;effc2ef9f2c061ddcee3782da811a6fc7331855d;1
large-refactorings/dubbo;cdce2b278364c6391a07e35bca8dd5750529a63e;2
large-refactorings/dubbo;4f9d8960665ae1e8cfae1f398c6017d6def5593f;15
large-refactorings/dubbo;ae669ead2ea075360742d70c9b3b026904a3eb90;1
large-refactorings/dubbo;789775b3ae35d673028dd99e5251e92334ff14c3;1
large-refactorings/dubbo;0b380e32807e51ad9f6b61f27556915a184f9681;69
large-refactorings/dubbo;d24d61401b4d504ba1267e26e26dc575b0080e2b;5
large-refactorings/dubbo;6ca5a10c43196dbb87211022f274ce5590685fe9;13
large-refactorings/dubbo;d77a009a859e62b6a9a68266059b61376549528e;9
large-refactorings/dubbo;175eab1b83e90d0d95961d38d4713a7add82ad48;45
large-refactorings/dubbo;7de8abb515ffa77ec07a90255afe3d62a648b303;3
large-refactorings/dubbo;e69086400c188154bd1ac9592df2f7a077d08769;98
large-refactorings/dubbo;805f7c764d2f82607c61a94cea1bb37f0062f3b5;44
large-refactorings/dubbo;fe3d34588348122c2cb5af36541251b51d67e751;199
large-refactorings/dubbo;6a3f4c75bd99a50e23d447174170c5867c17821f;1
large-refactorings/dubbo;309b69432800cf5ecb342fef8f6484c849739bd6;11
large-refactorings/dubbo;a1e5c8e76d30e1a8ed7e43c87a94077d0b87c9a8;9
large-refactorings/dubbo;8e3675ef06d085aa1538de82cb8337a146dc76e4;113
large-refactorings/dubbo;6a1dd65088d92af401106dcacf2a3b44b0cbaff1;3
large-refactorings/dubbo;951ad3687adf286e6d483ee833ecfb1e8151d669;6
large-refactorings/dubbo;30c3c2f43190e736bf2564160509b36b3a21a8de;20
large-refactorings/dubbo;d5c517607b5bb5360c56b8d619799b2795594040;1
large-refactorings/dubbo;09d8a6ea6ed58a331115bfb5b93bda1647229e6e;1
large-refactorings/dubbo;f95e29a0e049046b066eec7e84643315dce5c0fb;10
large-refactorings/dubbo;5fd41d7b27b8bfa4230df2dc48c7c0d57b0ef98c;1
large-refactorings/dubbo;455d29a224bbd0a21ee1fcd42ae48114de72883f;18
large-refactorings/dubbo;f2bed88616b644d87f939f002be426c1fa3718bc;13
large-refactorings/dubbo;fbc0320e10246491be630041d1f6fd63eef4bccd;11
large-refactorings/dubbo;392fcbfd1a51418c92dce096b2d466c5890b9a17;1
large-refactorings/dubbo;d11f204592a3c130c0b86abb22da036b9f81aca1;2
large-refactorings/dubbo;ceb930e00f9458941ce1c658b323659aee94dbdc;30
large-refactorings/dubbo;77df9d7bd23f6fdeb41f8e4f81ce13a95abe5ed7;28
large-refactorings/dubbo;c98abb2f95d90bffb3ee40690c2a290f62905c63;1
large-refactorings/dubbo;b30bddb464344bdefad4034d06ed1ddba5d00aef;1
large-refactorings/dubbo;4007cd4a0239823951624cf559f7df7666dcedd2;4
large-refactorings/dubbo;89f6d6d262ec7c26f85988405c7a9a464202a461;13
large-refactorings/dubbo;a206dde6cd65d4273adfd6c84dd3be711c3b5a5d;21
large-refactorings/dubbo;74a491ba4304c5ea07bd0016ab6c135b80abd651;4
large-refactorings/dubbo;ff50a292a04eb174464600012257db541730ef2a;1
large-refactorings/dubbo;5ce7ed3535b42b62b278ce132e8a5cc81065f7bf;1
large-refactorings/dubbo;70edcf80e95f73390ece1527e982e1e9fa04037b;29
large-refactorings/dubbo;667f2271b3c93f0c4f321368e32eb37a62d1fe0c;15
large-refactorings/dubbo;78c75093f588b3ec3659fd426da774c392e5b10b;1
large-refactorings/dubbo;e2f3346d9d1dff2bf6bf3ac2802e83d46b9923c0;1
large-refactorings/dubbo;e18904832791e878e7e3362a1d7280a7c0481f0f;24
large-refactorings/dubbo;d54633edf0c396f8a18b17d6ba6970de436c6964;1
large-refactorings/dubbo;72fe93bf22c1f7db88b5d083c9570b27e1032542;3
large-refactorings/dubbo;86b1a9862c97f8857eb73022481082fd429df023;4
large-refactorings/dubbo;efa83324ddd86080422eeb91b907b121dd11a347;10
large-refactorings/dubbo;b8d9f76af68746788df39bbbbf6cb18f10c89a7c;5
large-refactorings/dubbo;2d0c07d84dac9c6750d307d3a4ec47c4c88c1fef;3
large-refactorings/dubbo;7d83fde30e3864f7115c2650f77ee2e28bcdb051;2
large-refactorings/dubbo;793bf8244411c33b675e08f1499122bc82654d44;1
large-refactorings/dubbo;083605ad06dbccc7d833ff7dc84a62b736df44b5;1
large-refactorings/dubbo;d2be44d672a70eb2efd22bebf49f5885c7866da8;13
large-refactorings/dubbo;9ce0676908adbb5d073727c47b5a32dda153230e;1
large-refactorings/dubbo;9b11b7ac89c0d897220bc9b42b3e5e9c3eb708f2;3
large-refactorings/dubbo;ddcdb299f0d8d4029c28b9ea94cb5bafb3924cfd;1
large-refactorings/dubbo;875a665104b9ad5f7daf73bfca899cd81271dd12;1
large-refactorings/dubbo;4c96814185825a961c2b4010096ed9f54f4fd8a5;1
large-refactorings/dubbo;3a5f9054fa60d7cdb13034290dcbffddecff669d;1
large-refactorings/dubbo;43f2a2a58662c4480c7bd8ade9ef59d043b43496;5
large-refactorings/dubbo;b7e4f3842f39f978bfa49dcee61d7d590b765760;1
large-refactorings/dubbo;5e77e591dd410fdb824959c2d8025bdd6bb07000;1
large-refactorings/dubbo;201795bd5c4dcc5e711c4c129029cb6339fb56b7;14
large-refactorings/dubbo;1706807a1c9221fb13a24a8b318a56c699eea67d;1
large-refactorings/dubbo;a0f34086f2c7444fd4bcdf72f7ab577ec2e25fa6;2
large-refactorings/dubbo;59dab14cebc4d738ac789c9d11e426d955241922;98
large-refactorings/dubbo;47d3cbcdb4a0f6049590156512e4d6c45276c2d1;16
large-refactorings/dubbo;84d355fb1b553c7c5f01357069b13d434f60e53c;15
large-refactorings/dubbo;fa8aabfd3a6977d027751a37041c1139369bbbcb;21
large-refactorings/dubbo;68e5522a64a422ebedfe3ad216247bbb4dbe5a79;1
large-refactorings/dubbo;b48a04521646c82f93eaeb0386bf55ef7998ee6b;1
large-refactorings/dubbo;af8ad8f0c9ef3b90e75c9add1d592c93574f06d9;2
large-refactorings/dubbo;b70b3eac9ec3323b64ac9596982a09affc01989d;2
large-refactorings/dubbo;2d2be07a711a4f96b6e45e464886b276b3c49556;1
large-refactorings/dubbo;a378a019949d5989e3e8a54e0e02b8a9f68745be;15
large-refactorings/dubbo;72020dfb380ea4081d26f5c7527fb4d4320d4908;13
large-refactorings/dubbo;288c1a582c819c2c70f58ef41840915b5c407e7a;8
large-refactorings/dubbo;2bfe25ebf2acebeb67c1d47aea21c3171a3798cd;3
large-refactorings/dubbo;4e5af753e4c4ab9adcf4e452c765207c3165d74e;1
large-refactorings/dubbo;fb5d96de60716a0ea7fbd5eb41731b4d67e3a803;2
large-refactorings/dubbo;6feaf5787f91d5d0b44eb0a69954a3bf6a71ee03;9
large-refactorings/dubbo;2be39f0484f95003130612fc08a6e11618975dfb;2
large-refactorings/dubbo;844534959833f5ca1653cbe0f9ab81dc576cec01;1
large-refactorings/dubbo;4dc0612cb64eae2afe2ac0493d44723769556326;1
large-refactorings/dubbo;6d3e765adbc3c9236073c1dbc824971a3d2517db;6
large-refactorings/dubbo;f932d7b453d925b7d29c35130debf41707e77957;2
large-refactorings/dubbo;1df4a21d315421f0f9f101a6bfd6ab8811853e74;1
large-refactorings/dubbo;3b145c75880b25343b67a0ae242f27322db9ba18;3
large-refactorings/dubbo;90ffbc2dddba5893a3dd84e38936cb92d2d1f7fc;1
large-refactorings/dubbo;f31fec5c22442ec86018cf4b111544c2456f8e91;7
large-refactorings/dubbo;fca31c45f47da0dbc1cf0a85ad5d87b2384a5c36;2
large-refactorings/dubbo;e8d85386bc7869d3a6e5b27c12ec7784c74bc2d6;6
large-refactorings/dubbo;ab27a398bcf17f5a5928ece4db9d5e75c378e38c;4
large-refactorings/dubbo;c11df9363e9ebe76feee9b7ccfc40ddd61d9bd1c;1
large-refactorings/dubbo;fb0fd60fab7c62d8975fc7ac6bde93cb6bb2e6e2;1
large-refactorings/dubbo;a6c88357cfdc9816bc34bf3c18e263894996779e;2
large-refactorings/dubbo;7126efe5b588840818f70be2a1aedc1836a0f5c6;2
large-refactorings/dubbo;91101cf741933c669ede6ded8009b21881bd9b44;130
large-refactorings/dubbo;ad72159b0e3ff641e3a08754297c81278b94d94e;1
large-refactorings/dubbo;c1be6c61605c76c7656bde921b2a3505ebd8db1e;3
large-refactorings/dubbo;6e4ff91dfca4395a8d1b180f40f632e97acf779d;6
large-refactorings/dubbo;da69a9c8db15b6047cb80ed3d2251215784dcb0e;1
large-refactorings/dubbo;ad5f9f909e6282381499e63070c6175014c81935;1
large-refactorings/dubbo;660624ce9ad3ef1ca95fc3b6a88bf7b94dfa7628;4
large-refactorings/dubbo;32d59f7f22b0e61617c7e49dde3b6aa5ba41523b;1
large-refactorings/dubbo;dd5ec5c9b6a11caaf2e562f790a825e01ccb6d20;2
large-refactorings/dubbo;79f0b7cc1f64ec88dd8e3db78ba9d37e7e4f1bc8;1
large-refactorings/dubbo;b2bfbc76d13106a3211f5af1713ba50848560060;15
large-refactorings/dubbo;5e6cbbe56820206b5d6a54eff8fdaaedab335840;1
large-refactorings/dubbo;70898ef7313d90e2b839f023cc3b9363b20f806e;1
large-refactorings/dubbo;ed5fea6908710ce6ccf997c7980c86e20e12be8e;1
large-refactorings/dubbo;9598cd09607b2dbe660ae16f4a95c79e107907a8;21
large-refactorings/dubbo;0c2232f3917eba133a8b9afe0808375a2dc4dc64;1
large-refactorings/dubbo;2cfc2b322fa830816076de07a62992dc8c4f5d4c;9
large-refactorings/dubbo;08d5f15a4cb5ea014eb817b1b1106c8fae449998;15
